Phyla	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2
Proteobacteria	0.319817463	0.294564236	0.248665072	0.248738561	0.287593216	0.353165055	0.363126058	0.31700817	0.295885099	0.41964173	0.454328908	0.412227627
Acidobacteria	0.192270925	0.229956309	0.247670968	0.184177843	0.178157532	0.145997181	0.123237224	0.151078681	0.120192691	0.092653173	0.081055869	0.090034375
Chloroflexi	0.049508911	0.082689346	0.129436206	0.13075572	0.157053812	0.135951271	0.09259531	0.180670964	0.243173451	0.142460583	0.107195682	0.108666831
Bacteroidetes	0.055255503	0.032389841	0.043117157	0.091560183	0.05920402	0.065840395	0.087284626	0.0625615	0.076437599	0.114442777	0.130854956	0.122937461
Actinobacteria	0.136599686	0.079418144	0.052316776	0.068187841	0.045943058	0.037860889	0.092787926	0.039206234	0.041796069	0.042355181	0.017745391	0.018695966
Verrucomicrobia	0.118909127	0.10257812	0.08192502	0.044633624	0.032511368	0.028773114	0.039800322	0.02347951	0.01666181	0.028182953	0.007164753	0.014724278
Nitrospirae	0.006764179	0.012229402	0.012973277	0.028849402	0.028956142	0.039742078	0.028816653	0.040138059	0.023346516	0.024672379	0.035412213	0.042198333
Other	0.120874207	0.166174602	0.183895524	0.203096825	0.210580852	0.192670018	0.172351881	0.185856882	0.182506765	0.135591224	0.166242227	0.190515129
